Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_per_year,years_since_promotion_ratio,satisfaction_score,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
30,0,29,4,3,3,3,2,9250,3,0,12,3,2,1,9,3,3,4,2,1,3,12333.333333333334,0.1111111111111111,2.6666666666666665,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
35,1,2,3,1,3,1,1,2074,1,1,12,3,4,1,1,2,3,1,0,0,0,24888.0,0.0,1.6666666666666667,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,1,2,5,3,2,3,4,10169,0,0,16,3,2,1,34,4,3,33,7,1,9,3589.0588235294117,0.029411764705882353,3.3333333333333335,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38,1,2,3,3,3,2,2,4855,4,0,11,3,1,2,7,2,3,5,2,1,4,8322.857142857143,0.14285714285714285,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
32,0,1,4,4,3,2,1,4087,4,0,14,3,2,1,9,3,2,6,5,1,2,5449.333333333333,0.1111111111111111,2.3333333333333335,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
48,0,15,4,3,3,1,1,2367,8,0,12,3,4,1,10,3,2,8,2,7,6,2840.4,0.7,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,0,7,4,1,3,1,4,2972,1,0,13,3,3,0,1,4,1,1,0,0,0,35664.0,0.0,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
55,0,26,5,3,2,5,4,19586,1,0,21,4,3,1,36,3,3,36,6,2,13,6528.666666666667,0.05555555555555555,3.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
34,0,1,4,2,3,2,4,5484,9,0,17,3,2,1,9,3,2,2,2,2,1,7312.0,0.2222222222222222,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
26,0,3,3,1,3,1,4,2061,1,0,21,4,1,0,1,5,3,1,0,0,0,24732.0,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,14,3,3,3,2,2,9924,0,0,11,3,4,1,10,3,3,9,8,7,7,11908.8,0.7,2.6666666666666665,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
38,0,16,3,2,3,2,2,4198,2,0,12,3,2,0,8,5,4,3,2,1,2,6297.0,0.125,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,0,1,4,2,3,2,3,6815,6,0,13,3,1,0,15,5,3,1,0,0,0,5452.0,0.0,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,3,1,2,3,1,1,4723,1,1,18,3,4,0,10,3,3,10,9,1,5,5667.6,0.1,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
35,0,10,4,1,3,2,3,6142,3,1,16,3,3,0,10,4,3,5,2,0,4,7370.4,0.0,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0,6,3,4,4,3,3,8237,2,0,11,3,1,1,11,3,3,7,6,7,6,8985.818181818182,0.6363636363636364,3.3333333333333335,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
29,0,2,1,1,3,2,4,8853,1,0,19,3,4,1,6,0,4,6,4,1,3,17706.0,0.16666666666666666,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,0,9,3,3,3,5,3,19331,4,1,16,3,3,1,27,2,3,1,0,0,0,8591.555555555555,0.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,0,10,3,4,4,1,3,2073,2,0,16,3,4,1,4,2,3,2,2,2,2,6219.0,0.5,3.3333333333333335,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
36,0,6,4,1,4,2,1,5562,3,1,13,3,4,1,9,3,3,3,2,0,2,7416.0,0.0,1.6666666666666667,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
42,0,9,2,4,2,5,4,19613,8,0,22,4,4,0,24,2,3,1,0,0,1,9806.5,0.0,3.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35,0,28,3,2,4,2,3,3407,1,0,17,3,4,2,10,3,2,10,9,6,8,4088.4,0.6,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34,0,10,4,4,2,2,3,5063,1,0,14,3,2,1,8,3,2,8,2,7,7,7594.5,0.875,3.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
40,0,14,2,4,3,2,1,4639,1,0,15,3,3,1,5,2,3,5,4,1,2,11133.6,0.2,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43,0,27,3,4,4,1,2,4876,5,0,12,3,3,1,8,0,3,6,4,0,2,7314.0,0.0,3.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
35,0,7,2,3,2,1,4,2690,1,0,18,3,4,1,1,5,2,1,0,0,1,32280.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
46,0,1,4,4,4,4,1,17567,1,0,15,3,2,0,27,5,1,26,0,0,12,7807.555555555556,0.0,2.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
28,1,24,3,3,3,1,2,2408,1,1,17,3,3,3,1,3,3,1,1,0,0,28896.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
22,0,26,2,2,2,1,3,2814,1,1,14,3,2,0,4,2,2,4,2,1,3,8442.0,0.25,2.3333333333333335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
50,0,20,5,2,3,4,3,11245,2,1,15,3,3,1,32,3,3,30,8,12,13,4216.875,0.375,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
32,0,5,4,2,4,1,4,3312,3,0,17,3,4,2,6,3,3,3,2,0,2,6624.0,0.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
44,0,7,3,2,3,5,4,19049,0,1,14,3,4,1,23,4,2,22,7,1,10,9938.608695652174,0.043478260869565216,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0,7,3,2,2,1,2,2141,1,0,12,3,2,1,6,3,2,6,4,1,1,4282.0,0.16666666666666666,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
45,0,5,5,3,1,2,1,5769,1,1,14,3,1,0,10,3,3,10,7,1,4,6922.8,0.1,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0,26,3,1,2,2,1,4385,1,0,15,3,1,1,10,2,3,10,7,4,5,5262.0,0.4,1.6666666666666667,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31,0,2,4,4,3,2,1,5332,7,0,13,3,4,0,10,3,3,5,2,0,3,6398.4,0.0,2.6666666666666665,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
36,0,12,4,3,3,2,3,4663,9,1,12,3,2,2,7,2,3,3,2,1,1,7993.714285714285,0.14285714285714285,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,0,10,4,3,4,2,4,4724,1,0,13,3,1,1,9,3,3,9,7,7,2,6298.666666666667,0.7777777777777778,3.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
49,0,25,4,3,3,1,1,3211,1,0,14,3,4,1,10,3,2,9,6,1,4,3853.2,0.1,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,0,10,5,2,3,2,1,5377,2,0,13,3,4,3,10,3,3,7,7,7,7,6452.4,0.7,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
27,0,19,3,4,2,1,1,4066,1,0,11,3,1,2,7,3,3,7,7,0,7,6970.285714285715,0.0,2.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
35,0,18,5,2,4,2,1,5208,1,0,11,3,4,0,16,2,3,16,15,1,10,3906.0,0.0625,2.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,0,27,3,2,1,2,1,4877,0,0,21,4,2,1,6,5,2,5,3,0,0,9754.0,0.0,1.6666666666666667,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0,5,1,3,3,1,4,3117,1,0,18,3,3,0,3,2,3,2,2,2,2,12468.0,0.6666666666666666,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
18,1,3,2,2,3,1,4,1569,1,1,12,3,3,0,0,2,4,0,0,0,0,18828.0,0.0,3.3333333333333335,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
47,0,26,4,4,3,5,3,19658,3,0,11,3,3,1,27,2,3,5,2,1,0,8736.888888888889,0.037037037037037035,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,0,3,2,3,2,2,3,3069,0,0,15,3,4,1,11,3,3,10,8,0,7,3348.0,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
40,0,15,3,1,2,3,3,10435,1,0,13,3,4,2,18,2,3,18,15,14,12,6956.666666666667,0.7777777777777778,2.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,8,4,3,3,2,3,4148,1,0,12,3,4,1,15,5,3,14,11,2,9,3318.4,0.13333333333333333,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0,19,3,3,3,2,3,5768,3,0,17,3,1,3,9,2,2,4,3,0,2,7690.666666666667,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
39,0,4,3,1,3,2,3,5042,0,0,13,3,4,0,10,2,1,9,2,3,8,6050.4,0.3,1.6666666666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
45,0,2,2,4,2,2,4,5770,1,0,19,3,1,2,10,3,3,10,7,3,9,6924.0,0.3,3.6666666666666665,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38,0,2,2,4,2,3,3,7756,3,1,19,3,4,1,10,6,4,5,4,0,2,9307.2,0.0,3.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
35,1,10,3,4,2,3,1,10306,9,0,17,3,3,0,15,3,3,13,12,6,0,8244.8,0.4,2.6666666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
37,0,10,3,2,3,1,2,3936,1,0,11,3,1,1,8,2,1,8,4,7,7,5904.0,0.875,1.6666666666666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,16,3,3,3,3,4,7945,6,1,15,3,4,0,18,2,2,4,2,3,3,5296.666666666667,0.16666666666666666,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,1,5,1,3,2,4,5743,4,1,11,3,3,0,14,3,3,10,7,0,2,4922.571428571428,0.0,2.6666666666666665,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
48,0,4,5,3,2,4,4,15202,2,0,25,4,2,1,23,3,3,2,2,2,2,7931.478260869565,0.08695652173913043,3.3333333333333335,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
35,1,15,2,1,1,2,4,5440,6,1,14,3,4,2,7,2,2,2,2,2,2,9325.714285714286,0.2857142857142857,2.3333333333333335,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
24,0,2,1,1,3,1,4,3760,1,1,13,3,3,0,6,2,3,6,3,1,3,7520.0,0.16666666666666666,2.6666666666666665,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27,0,8,3,2,4,1,3,3517,7,0,17,3,1,0,5,0,3,3,2,0,2,8440.8,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,2,3,4,3,1,4,2580,2,0,13,3,3,0,6,0,2,4,2,1,2,5160.0,0.16666666666666666,3.3333333333333335,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
40,1,7,3,1,3,1,1,2166,3,1,14,3,2,0,10,3,1,4,2,0,3,2599.2,0.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
29,0,10,3,3,2,2,3,5869,9,0,11,3,3,0,8,2,3,5,2,1,4,8803.5,0.125,3.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
36,0,5,4,2,3,3,1,8008,4,0,12,3,3,2,9,6,3,3,2,0,2,10677.333333333334,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,2,1,4,4,2,3,5206,1,0,17,3,3,2,7,6,3,7,7,0,7,8924.57142857143,0.0,3.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
39,0,12,3,4,3,2,2,5295,4,0,21,4,3,0,7,3,3,5,4,1,0,9077.142857142857,0.14285714285714285,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
49,0,22,4,1,3,4,2,16413,3,0,16,3,2,2,27,2,3,4,2,1,2,7294.666666666667,0.037037037037037035,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
50,0,17,5,4,2,3,1,13269,5,0,15,3,3,3,19,3,3,14,11,1,11,8380.421052631578,0.05263157894736842,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,2,3,3,3,1,3,2783,1,0,19,3,1,0,2,3,3,2,2,2,2,16698.0,1.0,3.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
34,0,3,3,4,3,2,2,5433,1,0,12,3,3,1,11,2,3,11,8,7,9,5926.909090909091,0.6363636363636364,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0,7,3,1,3,1,2,2013,2,0,11,3,3,0,15,4,3,4,3,1,3,1610.4,0.06666666666666667,2.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
49,0,6,1,3,2,4,3,13966,2,1,19,3,2,1,30,3,3,15,11,2,12,5586.4,0.06666666666666667,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,0,1,4,4,2,2,3,4374,0,0,15,3,3,0,4,6,3,3,2,1,2,13122.0,0.25,3.3333333333333335,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
36,0,3,2,4,4,2,1,6842,6,0,20,4,1,1,13,3,3,5,4,0,4,6315.692307692308,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,0,22,5,2,3,4,3,17426,3,0,25,4,3,1,36,6,3,10,8,4,7,5808.666666666667,0.1111111111111111,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
43,0,15,2,3,2,4,3,17603,1,0,24,4,1,1,14,3,3,14,10,6,11,15088.285714285714,0.42857142857142855,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35,1,12,4,4,3,2,4,4581,3,1,24,4,1,0,13,2,4,11,9,6,7,4228.615384615385,0.46153846153846156,4.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
38,0,1,3,4,3,2,4,4735,7,0,15,3,4,2,19,4,4,13,11,2,9,2990.5263157894738,0.10526315789473684,4.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,0,5,3,1,2,2,2,4187,1,1,13,3,2,1,10,3,2,10,0,0,9,5024.4,0.0,1.6666666666666667,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
33,0,2,4,4,3,2,4,5505,1,0,14,3,3,2,6,5,3,6,2,0,4,11010.0,0.0,3.6666666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
32,0,2,3,4,3,2,2,5470,0,0,13,3,3,2,10,4,2,9,5,1,6,6564.0,0.1,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,0,5,4,1,3,2,4,5476,1,0,11,3,1,2,10,2,3,10,0,0,2,6571.2,0.0,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
49,0,16,3,4,3,1,1,2587,4,1,16,3,2,1,17,2,2,2,2,2,2,1826.1176470588234,0.11764705882352941,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,0,2,3,4,2,1,2,2440,1,0,22,4,2,0,4,3,3,4,3,3,3,7320.0,0.75,3.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
47,0,2,4,2,4,4,2,15972,6,0,14,3,3,3,29,2,3,3,2,1,2,6609.103448275862,0.034482758620689655,2.3333333333333335,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,0,1,3,3,3,4,3,15379,4,0,14,3,1,0,23,2,3,8,7,0,0,8023.826086956522,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
41,0,23,2,4,3,3,3,7082,3,1,16,3,4,0,21,2,3,2,0,0,2,4046.8571428571427,0.0,3.3333333333333335,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
20,0,9,1,4,3,1,1,2728,1,0,11,3,1,0,2,3,3,2,2,0,2,16368.0,0.0,2.6666666666666665,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,0,16,3,3,3,2,4,5368,1,1,25,4,3,1,7,2,3,6,5,1,2,9202.285714285714,0.14285714285714285,3.3333333333333335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,0,26,4,1,3,2,3,5347,6,0,14,3,2,2,10,2,2,3,2,0,2,6416.4,0.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,0,1,3,3,3,1,4,3195,4,1,18,3,1,3,8,2,3,2,2,2,2,4792.5,0.25,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,1,8,1,4,2,1,3,3989,1,1,11,3,1,0,5,2,3,5,4,1,2,9573.6,0.2,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
38,0,4,2,4,3,1,3,3306,7,0,19,3,4,1,7,5,2,0,0,0,0,5667.428571428572,0.0,3.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
53,0,24,4,2,4,3,4,7005,3,0,15,3,3,0,11,2,3,4,3,1,2,7641.818181818182,0.09090909090909091,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
48,1,7,2,4,3,1,3,2655,2,1,11,3,3,2,19,3,3,9,7,7,7,1676.842105263158,0.3684210526315789,3.3333333333333335,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
32,1,2,4,4,3,1,2,1393,1,0,12,3,1,0,1,2,3,1,0,0,0,16716.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
26,0,7,3,4,3,1,4,2570,1,0,20,4,3,0,7,5,3,7,7,5,7,4405.714285714285,0.7142857142857143,3.6666666666666665,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
55,0,22,3,1,2,1,2,3537,5,0,12,3,4,1,8,1,3,4,2,1,2,5305.5,0.125,2.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
34,0,5,2,2,2,2,4,3986,1,0,14,3,3,1,15,3,4,15,10,4,13,3188.8,0.26666666666666666,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
60,0,1,4,3,1,3,4,10883,3,0,20,4,3,1,19,2,4,1,0,0,0,6873.473684210527,0.0,3.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
33,0,21,3,2,4,1,2,2028,1,0,18,3,4,3,14,6,3,14,11,2,13,1738.2857142857142,0.14285714285714285,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
37,0,1,4,3,1,2,4,9525,1,0,14,3,3,2,6,2,2,6,3,1,3,19050.0,0.16666666666666666,3.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
34,0,19,3,2,2,1,4,2929,1,0,12,3,2,0,10,3,3,10,9,8,7,3514.8,0.8,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23,1,7,3,3,3,1,4,2275,1,1,21,4,2,1,3,2,3,3,2,0,2,9100.0,0.0,3.3333333333333335,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,0,2,3,3,4,3,4,7879,1,1,19,3,2,1,9,2,3,8,7,6,7,10505.333333333334,0.6666666666666666,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,2,4,1,2,1,4,4930,0,1,14,3,3,0,6,2,4,5,4,1,4,9860.0,0.16666666666666666,3.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
43,0,2,3,4,3,2,4,7847,1,1,17,3,1,1,10,3,3,10,9,8,8,9416.4,0.8,3.6666666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
24,0,9,3,3,4,1,3,4401,1,0,16,3,4,1,5,1,3,5,3,0,4,10562.4,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
41,0,6,3,4,3,3,3,9241,1,0,12,3,2,0,10,3,3,10,8,8,7,11089.2,0.8,3.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,0,9,4,4,3,1,3,2974,9,0,17,3,3,1,9,2,3,5,3,1,2,3965.3333333333335,0.1111111111111111,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
36,0,2,4,3,3,2,4,4502,3,0,15,3,3,0,17,2,2,13,7,6,7,3177.8823529411766,0.35294117647058826,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
45,0,1,1,3,2,3,3,10748,3,0,23,4,4,1,25,3,2,23,15,14,4,5159.04,0.56,2.6666666666666665,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,1,22,1,4,1,1,3,1555,1,0,11,3,3,1,1,2,3,1,0,0,0,18660.0,0.0,3.3333333333333335,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
47,1,9,3,3,1,4,3,12936,7,0,11,3,3,0,25,3,1,23,5,14,10,6209.28,0.56,2.3333333333333335,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26,0,17,4,4,1,1,3,2305,1,0,15,3,3,3,3,3,4,3,2,0,2,9220.0,0.0,3.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
45,0,28,2,4,2,4,2,16704,1,0,11,3,3,0,21,2,3,21,6,8,6,9545.142857142857,0.38095238095238093,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,0,10,3,1,3,1,3,3433,6,0,13,3,1,1,10,3,2,5,2,1,3,4119.6,0.1,2.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,0,2,4,2,3,1,3,3477,1,0,14,3,4,1,6,2,4,5,2,0,3,6954.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
41,0,4,3,3,1,2,2,6430,6,0,19,3,2,1,10,4,3,3,2,1,2,7716.0,0.1,2.6666666666666665,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
40,0,8,2,2,3,2,1,6516,2,1,16,3,2,1,18,3,3,1,0,0,0,4344.0,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,0,29,1,2,3,1,1,3907,1,0,13,3,2,3,6,2,4,6,2,1,2,7814.0,0.16666666666666666,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
46,0,13,4,3,3,2,2,5562,6,0,14,3,4,0,19,3,3,10,7,0,9,3512.842105263158,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35,0,27,4,4,3,2,3,6883,2,0,16,3,2,1,17,3,3,7,7,0,7,4858.588235294118,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
30,0,16,1,2,3,1,4,2862,1,0,12,3,2,1,10,2,2,10,0,0,8,3434.4,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
47,0,2,4,3,3,2,2,4978,7,0,11,3,4,1,4,3,1,1,0,0,0,14934.0,0.0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
46,0,2,3,3,3,3,4,10368,4,1,12,3,2,1,13,5,2,10,6,0,3,9570.461538461539,0.0,3.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36,1,13,5,2,2,2,1,6134,5,1,13,3,2,3,16,3,3,2,2,2,2,4600.5,0.125,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,1,1,2,1,1,2,2,6735,6,0,15,3,2,0,10,2,3,0,0,0,0,8082.0,0.0,2.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23,0,4,1,3,3,1,2,3295,1,0,13,3,3,0,3,3,1,3,2,1,2,13180.0,0.3333333333333333,2.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
